title,desc,date,datetime,link,img,media,site,start date,end date,primary phrase,secondary phrase,full phrase
"Sputnik V Vaccine: Russia Inoculates More Than 800,000 People Against Coronavirus","Sputnik V Vaccine: Russia Inoculates More Than 800,000 People Against Coronavirus",2-Jan,1/2/21 16:03,news.google.com/./articles/CAIiEO6hJVSYDi6-YoQMM-xOBzUqGQgEKhAIACoHCAow5qqNCzD4q58DMKa4pwY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/_6yJwf_G6M2niQIkXRgIw0AJixt9O7ajHP6KzNb_SLcTKbmW2x6RBE68Tt2xtsMDeQ47-ySHfC-zjawFz9M3=-p-df-h100-w100,,News18,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Russia to supply Algeria with Sputnik V vaccine - RDIF,"Russia has signed a contract with Algeria to supply it with the Sputnik V vaccine, the RDIF sovereign wealth fund said on Thursday.",30-Dec,12/31/20 8:00,news.google.com/./articles/CBMiX2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvcnVzc2lhLXRvLXN1cHBseS1hbGdlcmlhLXdpdGgtc3B1dG5pay12LXZhY2NpbmUtcmRpZi0yMDIwLTEyLTMx0gFjaHR0cHM6Ly93d3cubmFzZGFxLmNvbS9hcnRpY2xlcy9ydXNzaWEtdG8tc3VwcGx5LWFsZ2VyaWEtd2l0aC1zcHV0bmlrLXYtdmFjY2luZS1yZGlmLTIwMjAtMTItMzE_YW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/11RXVBa_FLDmfepQ34nvhxblgmuI1HWIprU9BN7Qak3oyJ2HQTNRLLAEmShHTSmTX9-Pz5jB8SA1C_j5qEWduqwiFStTM_KjV_oblHhGuBTdkN5PcbmQ1pwohEOKzLfSMI7BMIg4ytZVjyGJgLoZ4HHcVUXtEJ4YoJJwkLZ9V0pBIwmNb31WPcHdzWbS5t0Z8s7yx9avdjj1RsXUCTWygwqg6UyJhGa9NiZXDyemBfo22zxjNh4k4TMKVUmMQGPAekuNxSiZdpXkB1yzo4t7D1kL2kkXqrKKvq42hTBwR2uGhlA=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Africa battles Covid-19 second wave as vaccines expected to delay,Most countries aren't expected to receive vaccine shipments until mid 2021. Africa has to secure at least 1.5 billion vaccine doses needed to reach 60% of its 1.3 ...,30-Dec,12/31/20 8:00,news.google.com/./articles/CBMiaGh0dHBzOi8vd3d3LmFmcmljYW5ld3MuY29tLzIwMjAvMTIvMzEvYWZyaWNhLWJhdHRsZXMtY292aWQtMTktc2Vjb25kLXdhdmUtYXMtdmFjY2luZXMtZXhwZWN0ZWQtdG8tZGVsYXkv0gFsaHR0cHM6Ly93d3cuYWZyaWNhbmV3cy5jb20vYW1wLzIwMjAvMTIvMzEvYWZyaWNhLWJhdHRsZXMtY292aWQtMTktc2Vjb25kLXdhdmUtYXMtdmFjY2luZXMtZXhwZWN0ZWQtdG8tZGVsYXkv?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/-ZKgkampD52CmZj3DyW4nBcZ6rHbv7CklauIyAbvUBj3Cv3FwqsihyHN8tTqPrRlQKRCA1ezFB24bVgXgOiwIAN7DMqvdoUSqNs0gVdtddPOxsypECgCcPqnmft2nKFjSbYy-VKPmohfI7VJePAUdXT2BsKleYOGLStdOMvWaPD0BxRTSFv_Zvj08CcVtwkov0DKZTlaIMHSbBR6ZwKd=-p-df-h100-w100,,Africanews English,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Turkey receives first shipment of Sinovac's COVID-19 vaccine,"Turkey received its first shipment of COVID-19 vaccines from China's Sinovac early on Wednesday, Reuters television footage showed, almost a week after ...",29-Dec,12/30/20 8:00,news.google.com/./articles/CBMiZmh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvdHVya2V5LXJlY2VpdmVzLWZpcnN0LXNoaXBtZW50LW9mLXNpbm92YWNzLWNvdmlkLTE5LXZhY2NpbmUtMjAyMC0xMi0zMNIBamh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvdHVya2V5LXJlY2VpdmVzLWZpcnN0LXNoaXBtZW50LW9mLXNpbm92YWNzLWNvdmlkLTE5LXZhY2NpbmUtMjAyMC0xMi0zMD9hbXA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/NohW3Js92bR5kKqvl5GyFWVPDFPoNcT5nxpbn9-Mou9vz-3dhbagPJ9w6o1bH4gMTpXfmnNeh7BucKUt938Op3F_Nb8TWe4zsr4ecm6hx341ZV20DitSzy-c5vk2mXPRk7R0miqOc3ExE79Yq3jET_sMu5UpP1tBlCUlBXDRzf1R_HqKDCbxkfdfXbLNveVlebibl4CiKA3ozXTVDxffk3Lo3ntYRwuYsIF0B2GHhUNT1UJiKY2iDh5Tu3Vdbkd6NLH0EvE9qxkgoewaDEuYZPqvA0V4QgoPyumH4U7sJadFpww=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Russia's Sputnik vaccine applies for Phase 3 study in Brazil,"Russia's Sputnik V COVID-19 vaccine has requested regulatory approval to launch Phase 3 trials in Brazil, Brazilian health regulator Anvisa said late on ...",28-Dec,12/29/20 8:00,news.google.com/./articles/CBMiZmh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvcnVzc2lhcy1zcHV0bmlrLXZhY2NpbmUtYXBwbGllcy1mb3ItcGhhc2UtMy1zdHVkeS1pbi1icmF6aWwtMjAyMC0xMi0yOdIBamh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvcnVzc2lhcy1zcHV0bmlrLXZhY2NpbmUtYXBwbGllcy1mb3ItcGhhc2UtMy1zdHVkeS1pbi1icmF6aWwtMjAyMC0xMi0yOT9hbXA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/_2G4Fo3FQm08tam5QOmOFTPWNqyeLu-hCvz7bYB-4eS8ExN7M8Boejyqkquf-9HhG5YxSSHlau1SAwXUbU3g_aat1Ce6sqO3tcl83YJuuHImrI3AknbFMVNGnL3BpWgEvl-On8Zn9iUl8LLHutLh4bBS1WCHgm-f2KFIkt7sYvtfoKYTdhWRV1zEc8XbdifVOsv0AFASYu-aS_458miVewVM4uGxwhMBdKun_TQCXvfuxB9eQtr8DAjFR3FeQFRRQJyQiAi56bDeNFfsFZI0qDpQYcgEd89evNR4sTdEleDMwFw=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Russian President Putin Decides To Receive Coronavirus Vaccine: Kremlin,Russian President Putin Decides To Receive Coronavirus Vaccine: Kremlin,27-Dec,12/27/20 13:00,news.google.com/./articles/CAIiENUFb-kBmDMIrVWT06E4uKcqGQgEKhAIACoHCAow5qqNCzD4q58DMJahzgY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/YpBDne6Ij6g7d9pz-JxQ2ikrAyT8H75DMQP9UHvFzpkguAKjXv7_ePEvQh4Ga_-9I6QNKXy5XlP8lkfcxgw=-p-df-h100-w100,,News18,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Russia Approves Sputnik V Covid-19 Vaccine for People Over 60: Report,Russia Approves Sputnik V Covid-19 Vaccine for People Over 60: Report,25-Dec,12/26/20 8:00,news.google.com/./articles/CAIiEIz1kb1wFn4AhEJQ3xKOTlMqGQgEKhAIACoHCAow5qqNCzD4q58DMKa4pwY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/JtPsKHKrIe6Kyb4hwWvF6xq7wOVJJMOqlv9tHWtvHHeP2tVa9p9pH1W3oBtzMvbGz2quJIfyLB6XeYyK0w=-p-df-h100-w100,,News18,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Argentina approves Russia's Sputnik COVID-19 vaccine,"Argentina has granted emergency approval for use of Russia's Sputnik COVID-19 vaccine, the South American country's health ministry said in a statement on ...",22-Dec,12/23/20 8:00,news.google.com/./articles/CBMiXmh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvYXJnZW50aW5hLWFwcHJvdmVzLXJ1c3NpYXMtc3B1dG5pay1jb3ZpZC0xOS12YWNjaW5lLTIwMjAtMTItMjPSAWJodHRwczovL3d3dy5uYXNkYXEuY29tL2FydGljbGVzL2FyZ2VudGluYS1hcHByb3Zlcy1ydXNzaWFzLXNwdXRuaWstY292aWQtMTktdmFjY2luZS0yMDIwLTEyLTIzP2FtcA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/11RXVBa_FLDmfepQ34nvhxblgmuI1HWIprU9BN7Qak3oyJ2HQTNRLLAEmShHTSmTX9-Pz5jB8SA1C_j5qEWduqwiFStTM_KjV_oblHhGuBTdkN5PcbmQ1pwohEOKzLfSMI7BMIg4ytZVjyGJgLoZ4HHcVUXtEJ4YoJJwkLZ9V0pBIwmNb31WPcHdzWbS5t0Z8s7yx9avdjj1RsXUCTWygwqg6UyJhGa9NiZXDyemBfo22zxjNh4k4TMKVUmMQGPAekuNxSiZdpXkB1yzo4t7D1kL2kkXqrKKvq42hTBwR2uGhlA=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
"Malaysia in talks to secure more vaccines from Russia, Pfizer","Malaysia is in talks to buy 6.4 million doses of Russia's Sputnik V COVID-19 vaccine and wants to increase its purchases from U.S. drugmaker Pfizer-BioNTech, ...",22-Dec,12/23/20 8:00,news.google.com/./articles/CBMiZ2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvbWFsYXlzaWEtaW4tdGFsa3MtdG8tc2VjdXJlLW1vcmUtdmFjY2luZXMtZnJvbS1ydXNzaWEtcGZpemVyLTIwMjAtMTItMjPSAWtodHRwczovL3d3dy5uYXNkYXEuY29tL2FydGljbGVzL21hbGF5c2lhLWluLXRhbGtzLXRvLXNlY3VyZS1tb3JlLXZhY2NpbmVzLWZyb20tcnVzc2lhLXBmaXplci0yMDIwLTEyLTIzP2FtcA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/_2G4Fo3FQm08tam5QOmOFTPWNqyeLu-hCvz7bYB-4eS8ExN7M8Boejyqkquf-9HhG5YxSSHlau1SAwXUbU3g_aat1Ce6sqO3tcl83YJuuHImrI3AknbFMVNGnL3BpWgEvl-On8Zn9iUl8LLHutLh4bBS1WCHgm-f2KFIkt7sYvtfoKYTdhWRV1zEc8XbdifVOsv0AFASYu-aS_458miVewVM4uGxwhMBdKun_TQCXvfuxB9eQtr8DAjFR3FeQFRRQJyQiAi56bDeNFfsFZI0qDpQYcgEd89evNR4sTdEleDMwFw=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Russia signs more deals with India to make 300 mln Sputnik V vaccines,"India will produce about 300 million doses of Russia's Sputnik V coronavirus vaccines next year, a Russian official was quoted as saying, nearly three times the ...",17-Dec,12/18/20 8:00,news.google.com/./articles/CBMicGh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvcnVzc2lhLXNpZ25zLW1vcmUtZGVhbHMtd2l0aC1pbmRpYS10by1tYWtlLTMwMC1tbG4tc3B1dG5pay12LXZhY2NpbmVzLTIwMjAtMTItMTjSAXRodHRwczovL3d3dy5uYXNkYXEuY29tL2FydGljbGVzL3J1c3NpYS1zaWducy1tb3JlLWRlYWxzLXdpdGgtaW5kaWEtdG8tbWFrZS0zMDAtbWxuLXNwdXRuaWstdi12YWNjaW5lcy0yMDIwLTEyLTE4P2FtcA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/r7GVggwU1lO7iNXbBQdBDH0ttw-dy0hiaI1Bt_jv0OW-X-2eRx9xhzGotNZwKYRwdRTMMl8AlBli5Upq68Ad547gqXPxKmoja6JqubjzAAEWFSRXZbc-nFABr0x9drlheSRVEfuWzIp4ge9VReW5bsdx5UsSS6Q1HYGeATjC1JGzzDuPXnWV8rYK7yb5aAQkRKrQkgvmNMcbRFCnUV13EP37w87O6c8fxFBgjEFJ9tmCctCayJWE6LuoGlTFKMBb82aJcg=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
R-rate above 1 across the UK as Boris Johnson refuses to rule out third lockdown,"The reproductive number has surpassed 1 across the country, meaning the coronavirus outbreak is growing exponentially, figures published by the Sage ...",17-Dec,12/18/20 8:00,news.google.com/./articles/CBMieGh0dHBzOi8vd3d3LnRlbGVncmFwaC5jby51ay9nbG9iYWwtaGVhbHRoL3NjaWVuY2UtYW5kLWRpc2Vhc2UvY29yb25hdmlydXMtbmV3cy1jb3ZpZC10aWVycy1yYXRlcy1jYXNlcy11ay12YWNjaW5lLXRlc3RzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/a-ijwI8NOhqTFI_FkbtntNaIKi8jOD81h7KeNnsVW6kUbU25X-Bs4KdOynSLA7lM7ISomh6NJbnzRwfUUtBQDHZ_Jw997w-BT2q99ou8949tWqMmSZC_Q72AJxdagsKFChPhWNgIgLov_gTnszNFvzPEgKkw3O43_y_F-dbKz3u7W1J5UuxoWBs-Vt-MH_7axBvqwgIrt61oSfOlxLudMUsYy47CPEmkuG3DAPm24h00lnboND_bWQ=-p-df-h100-w100,,Telegraph.co.uk,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Russian President Putin Says Will Get Covid-19 Vaccine When Possible for His Age Range,Russian President Putin Says Will Get Covid-19 Vaccine When Possible for His Age Range,17-Dec,12/17/20 13:46,news.google.com/./articles/CAIiELzBRQ8azeZ2fPHUewXM6T4qGQgEKhAIACoHCAow5qqNCzD4q58DMJahzgY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/JZ7fVys1PghEfJIr6a6-hpHAkJA3GnLLK0JmmefK83C3-Xdqq6815zVlkbfIy8znRGd4M7R2j7ecsoywQap-=-p-df-h100-w100,,News18,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
"Brazil will purchase Sinovac vaccine, state governor says","Brazil's federal government will purchase 46 million doses of the CoronaVac vaccine being developed by China's Sinovac Biotech Ltd, a state governor said on ...",15-Dec,12/16/20 8:00,news.google.com/./articles/CBMiY2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvYnJhemlsLXdpbGwtcHVyY2hhc2Utc2lub3ZhYy12YWNjaW5lLXN0YXRlLWdvdmVybm9yLXNheXMtMjAyMC0xMi0xNtIBZ2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvYnJhemlsLXdpbGwtcHVyY2hhc2Utc2lub3ZhYy12YWNjaW5lLXN0YXRlLWdvdmVybm9yLXNheXMtMjAyMC0xMi0xNj9hbXA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/085YxEiUew8HqzaxDh3myL009G1stqNktmsANYCA1SE85JCNj1x9JHb-zfXhvuD9h1ps8RWuTLNwAelcBbHbGXztv5pcAd3rde47cuNXG7stbNkZcEtMrNsRSBOX8xLIr8QvEMu49Rf0XYeFNVQUdfxt2vMde8ISQE5ULyOGnMJ2Z5ipmHWZsd7A_1q5BQYgE-df5lAtMjfftVniIR_0zvjrbhPaAbGxc1PU8xv1EeeZWChKPPSaSklD9fwbWkmzSJuDEuTGO82zIDj3bqiDb2fhVafq2BJ-QQ8feNffqZufZQE3d5unkH0x=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
"As COVID-19 vaccines emerge, a global waiting game begins","Rich countries snapped up limited supplies, so protection will lag for others.",14-Dec,12/15/20 8:00,news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMi9jb3ZpZC0xOS12YWNjaW5lcy1lbWVyZ2UtZ2xvYmFsLXdhaXRpbmctZ2FtZS1iZWdpbnPSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/8jMOQVAv6Bk770dfnX2BzaX45hzMznAh2ktwemyfsIJI93soZO1JPzM0rMZVQtjKrNWc5HtZ5_leAbFBmlQZurrdPCNrY8cc9mCxyW5xtX4gGrN_fCBahXWkFghdnAkpwj0RC21L38w8VcHN7Qvchu9ylKWkshTnclwcuzBOUVWDTk0giOWJ9JRdqWdeww=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
"Russia Repeats 91.4 per cent Efficacy Rate in New Covid-19 Vaccine Data, Say Developers","Russia Repeats 91.4 per cent Efficacy Rate in New Covid-19 Vaccine Data, Say Developers",14-Dec,12/14/20 14:18,news.google.com/./articles/CAIiEPH2O9rWALlZOVJ9IjnNXzsqGQgEKhAIACoHCAow5qqNCzD4q58DMKa4pwY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/jMo-0h5_BOIeoUHfVqAYPA7QRPMwMtjfgmgD6Jx9cz9TBO5O54o6Senx3-AkAXn2mgmQwxBHpPBqbo6lqzY=-p-df-h100-w100,,News18,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
India readies for 600 mln COVID vaccine jabs; to use standard cold storage - top govt expert,"By Neha Arora and Sanjeev Miglani. NEW DELHI, Dec 11 (Reuters) - India will deploy its vast election machinery to deliver 600 million doses of COVID-19 ...",12-Dec,12/13/20 8:00,news.google.com/./articles/CBMidGh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvaW5kaWEtcmVhZGllcy1mb3ItNjAwLW1sbi1jb3ZpZC12YWNjaW5lLWphYnMtdG8tdXNlLXN0YW5kYXJkLWNvbGQtc3RvcmFnZS10b3AtZ292dC0w0gF4aHR0cHM6Ly93d3cubmFzZGFxLmNvbS9hcnRpY2xlcy9pbmRpYS1yZWFkaWVzLWZvci02MDAtbWxuLWNvdmlkLXZhY2NpbmUtamFicy10by11c2Utc3RhbmRhcmQtY29sZC1zdG9yYWdlLXRvcC1nb3Z0LTA_YW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/SFXvCRv2ffYGsRvQzRqeKxWWEPaAWTUnol4g9Myl5A7tD86DOHDyxgo9WT79ySSHeti8K-g_KT1sKPkJ3AobpMEnsDOUv0YGwMAq37NofJxF9WznXW_iTD0cUiCx-xuNDWQenDAfysyVTIEcn8wR-HpZLelZfyPVr80wqybPLyRUZdrckGovHkC4Fv3PFBD85YGWnEq_ElgCQ0decKL97V1RsxEbDKoDrkQqR9_9a5a0P_4364w7eSGOoA_pyJkSG3X4CkO3mkDVjCmUiYMx4L5wapAOZy90mlqChz2Lf2k9RlTNylCjoJs=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Vaccines: Promises and Problems,"Scientists are working around the clock to develop and test vaccines against SARS-CoV-2, the causative agent of COVID-19. Experts agree that widespread use ...",10-Dec,12/11/20 8:00,news.google.com/./articles/CBMiSGh0dHBzOi8vc291dGhlcm50aW1lc2FmcmljYS5jb20vc2l0ZS9uZXdzL3ZhY2NpbmVzLXByb21pc2VzLWFuZC1wcm9ibGVtc9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/fES3c5Oz1nxyHKl6zbS7s5wg5rkSIJ-dnOBpGAOKndxh5A3h38FsDt_5TKT2FxqUFB4AXUai3gS9dLAnpS-GFz_L7sqinsKx18WRLvPtC4Haj08G2rQKuvEV4hhB=-p-df-h100-w100,,The Southern Times,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Russia Begins to Roll Out Its Sputnik V Coronavirus Vaccine,Andrey Rudakov/Bloomberg News,5-Dec,12/5/20 14:22,news.google.com/./articles/CAIiEJvOCYK4znqdweCgmOgovoQqGAgEKg8IACoHCAow1tzJATDnyxUwxMrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/d9xAAwRX5PE8_USfsoX5frYc60syFhMhhS0fbwGL9kSe3mar3mdR-rBUFQaFlV1-Fy-4gb2Rjy4olWYUKWpE=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
"India Biggest Buyer of Covid-19 Vaccine with 1.6 Bn Doses, Experts Say This Could Cover 60% Population","India Biggest Buyer of Covid-19 Vaccine with 1.6 Bn Doses, Experts Say This Could Cover 60% Population",4-Dec,12/4/20 18:15,news.google.com/./articles/CAIiEItRJswMhXX1st1pyWi4v4EqGQgEKhAIACoHCAow5qqNCzD4q58DMPbXpwY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/cSnNgT3aCjGTXqLdKyhGJ6DWm1PHnUKNvsPi8QmVlU-6B02ucW9Hsu26dQaU6RNArZpRKrAAhqxcQMdgJg=-p-df-h100-w100,,News18,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
"Half the world could get Russian Sputnik V Covid-19 vaccine, say creators, as Moscow starts distributing doses en masse","At least 40 countries, representing more than half of the world's population, have expressed interest in Russia's coronavirus vaccine, the team behind it have ...",3-Dec,12/3/20 14:31,news.google.com/./articles/CAIiEN_7CQoNpxRduuw3TCYdn7MqFwgEKg8IACoHCAownP3cAjDQkhwwnoQo?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/SPEANpoa9IRRy_NbCJ8eKwKRgfYlR3Yvs7L5HgDi9z0J3TI05Jykm09thSoIn45insY10kqEIiaSb31dMdFF=-p-df-h100-w100,,RT,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Coronavirus Vaccine Distribution Stocks: 3 Companies Behind the Cold Chain,"The efficacy data from the COVID-19 vaccine test devloped by Pfizer and Germany's BioNTech certainly excited the market, and the euphoria was extended with ...",2-Dec,12/3/20 8:00,news.google.com/./articles/CBMid2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvY29yb25hdmlydXMtdmFjY2luZS1kaXN0cmlidXRpb24tc3RvY2tzJTNBLTMtY29tcGFuaWVzLWJlaGluZC10aGUtY29sZC1jaGFpbi0yMDIwLTEyLTAz0gF7aHR0cHM6Ly93d3cubmFzZGFxLmNvbS9hcnRpY2xlcy9jb3JvbmF2aXJ1cy12YWNjaW5lLWRpc3RyaWJ1dGlvbi1zdG9ja3MlM0EtMy1jb21wYW5pZXMtYmVoaW5kLXRoZS1jb2xkLWNoYWluLTIwMjAtMTItMDM_YW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/EQ5HdhIsHlh8OmueGrq_rjIn8Mu2kM9trEDJYnCotUfm1sAwF5bx6dwBbdm1xZUtupA_-67TntvNkQ5DFBVeo3Y4_NRoog8TTE1oCQnNc4RAelKkv_uinoPE3CveS4ZvJ67VN-WMNeqXRwoqZkImGN3bJWVORQ7MOUPK5Bnu8Rfjp2ZgHtkca_1g5a7rkJBCv98a4SLuP51hCSoqCro=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Dr. Reddy's and RDIF Commence Clinical Trials for Sputnik V Covid-19 Vaccine in India,Dr. Reddy's and RDIF Commence Clinical Trials for Sputnik V Covid-19 Vaccine in India,1-Dec,12/1/20 14:16,news.google.com/./articles/CAIiEKrawLYjkjI-NvOP2-gbdz4qGQgEKhAIACoHCAow5qqNCzD4q58DMJahzgY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/_cRTLmLINU9tRd10hSSN293JE3NsEu8d6iF9JqlxDdtlS9VxS5DeWj9MUL4bAqD6T8qufBW6MIyS0D27hF0=-p-df-h100-w100,,News18,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Russian Hospital Says it Began Civilian Coronavirus Vaccinations Last Week,Russian Hospital Says it Began Civilian Coronavirus Vaccinations Last Week,30-Nov,11/30/20 14:36,news.google.com/./articles/CAIiEOTplvkcELBexARN5kMEJFAqGQgEKhAIACoHCAow5qqNCzD4q58DMJahzgY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/Zhp15w-f6BL4xYlXN-iAQ2_4snGJN9yVfWJmqSuIiB-M-ms1CnLVOIofoUnkOCj8fVH9QaXDXFTyfuTLmv0=-p-df-h100-w100,,News18,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
"Peru secures 23.1 million future coronavirus vaccine doses from Pfizer, COVAX","By Maria Cervantes. SANTIAGO, Nov 27 (Reuters) - Peru has secured enough coronavirus vaccine to give nearly three-quarters of its population at least one ...",26-Nov,11/27/20 8:00,news.google.com/./articles/CBMid2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvcGVydS1zZWN1cmVzLTIzLjEtbWlsbGlvbi1mdXR1cmUtY29yb25hdmlydXMtdmFjY2luZS1kb3Nlcy1mcm9tLXBmaXplci1jb3ZheC0yMDIwLTExLTI30gF7aHR0cHM6Ly93d3cubmFzZGFxLmNvbS9hcnRpY2xlcy9wZXJ1LXNlY3VyZXMtMjMuMS1taWxsaW9uLWZ1dHVyZS1jb3JvbmF2aXJ1cy12YWNjaW5lLWRvc2VzLWZyb20tcGZpemVyLWNvdmF4LTIwMjAtMTEtMjc_YW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/PmPCRGfXwMATf9S0NA-U34lp3Aeo9W6BCVwf7On5jAfldzPJKWLcpfxyqPlP2IXd8GxCgrmLEuaQG7Bli_yEqnjw6ica_qvj6JZkPAGJ-tYxb5SK11eb3mXobBiQeRL028L3wQgUurcIdqnS8oUwt7X0QFLjAA56zxRxX16M5Kxu9Eq6NtrL342vfmMK4DpcTtuSRfk1FqEa4DXHHoAgT8RR5QaeqCJkk_y3bLUmEcYRiB1ovuhDXlMFJHneguOeWdHSbuoMLjUMFlB1Ej7lOT4n5e00uXpHD1dVoV3icYxNdjR7Ktxapxzn=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
